Localite,Homme,Femme,Total
CR.  DOUGUE,4577,4706,9283
CR.  BOYNGUEL BAMBA,7248,7580,14829
CR.  KOUSSAN,4822,5032,9854
CR.  SINTHIOU MAMADOU BOUBOU,8818,8703,17521
