Localite,Homme,Femme,Total
CR.  N’DIEYENE SIRAKH,18871,18520,37390
CR.  N’GOUNDIANE,15418,15222,30640
CR.  THIENABA,14902,15213,30114
CR.  TOUBA TOUL,27631,27859,55489
