Localite,Homme,Femme,Total
CR.  DIAOULE,6340,6652,12994
CR.  MBELACADIAO,8285,8416,16701
CR.  NDIOB,9807,9836,19643
CR.  THIARE  NDIALGUI,10935,10882,21816
