Localite,Homme,Femme,Total
CA. YEUMBEUL NORD,87726,85819,173546
CA. YEUMBEUL SUD,50898,49033,99931
CA. MALIKA,16527,16590,33116
CA. KEUR MASSAR,104048,103793,207841
