Localite,Homme,Femme,Total
CA. THIAROYE /MER,26997,27396,54392
CA. DIACK SAO,21463,20342,41806
CA. DIAMAGUENE/SICAP M’BAO ,68096,64359,132455
CA. THIAROYE GARE,13013,12583,25596
CA. M’BAO,49457,49818,99276
