Localite,Homme,Femme,Total
CR.  NIAGHA,7525,8038,15564
CR.  SIMBANDI BRASSOU,9464,9615,19078
CR.  BAGHERE,6631,7005,13636
CR.  DIOUBOUDOU,3372,3584,6955
