Localite,Homme,Femme,Total
CR.  DANKH  SENE,5116,5119,10235
CR.  GADE ESCALE,1763,1681,3444
CR.  N’DINDY,7802,7287,15089
CR.  KEUR N’GALGOU,3903,3764,7668
CR.  TAIBA MOUTOUPHA,5482,5553,11035
CR. TOUBA LAPPE,1790,1736,3526
