Localite,Homme,Femme,Total
CR.  DIAOULE,6142,6444,12587
CR.  MBELACADIAO,8025,8153,16178
CR.  NDIOB,9500,9528,19028
CR.  THIARE  NDIALGUI,10592,10541,21133
