Localite,Homme,Femme,Total
CR.  DANKH  SENE,6169,6173,12341
CR.  GADE ESCALE,2126,2027,4152
CR.  N’DINDY,9408,8786,18194
CR.  KEUR N’GALGOU,4707,4539,9245
CR.  TAIBA MOUTOUPHA,6610,6696,13305
CR. TOUBA LAPPE,2158,2093,4251
