Localite,Homme,Femme,Total
CR.  DAROU MINAM II,9884,8562,18447
CR.  N’DIOUM  N’GAINTH,5159,4875,10035
CR.  KHELCOM,1946,120,2066
CR.  NDIOBENE SAMBA LAMO,3563,3159,6723
