Localite,Homme,Femme,Total
CR.  BADEGNE OUOLOF,10463,10447,20911
CR.  DIOKOUL DIAWRIGNE,10367,10538,20904
CR.  KAB GAYE,7460,7403,14862
CR.  NDANDE,14724,16898,31622
CR.  THIEPPE,10135,9584,19720
