Localite,Homme,Femme,Total
CR.  DAROU MARNANE,7906,7762,15668
CR.  DAROU MOUSTY,24792,25553,50345
CR.  MBADIANE,6497,5247,11744
CR.  NDOYENE,3855,3714,7570
CR.  SAM YABAL,4014,3452,7467
CR.  TOUBA MERINA,4838,4477,9315
CR.  MBACKE CADIOR,3757,3408,7165
