Localite,Homme,Femme,Total
CR.  BAGADADJI,8749,8611,17360
CR.  COUMBACARA,5895,5552,11447
CR.  MAMPATIM,8705,8694,17399
CR.  DIALAMBERE,7677,7352,15029
CR.  MEDINA CHERIF,7595,7006,14601
