Localite,Homme,Femme,Total
CR.  CHERIF LÖ,11247,10870,22117
CR.  MONT- ROLLAND,8466,9069,17534
CR.  NOTTO GOUYE DIAMA,13375,13711,27085
CR.  PIRE GOUREYE,14634,14392,29025
CR. PAMBAL,4979,5370,10349
