Localite,Homme,Femme,Total
CR.  KEUR MABA DIAKHOU,17099,16845,33944
CR.  NDRAME ESCALE,12532,12935,25468
CR.  WACK NGOUNA,22605,23168,45773
CR.  K. MANDONGO,5687,5913,11600
