Localite,Homme,Femme,Total
CA. GRAND DAKAR,32084,28490,60574
CA. BISCUITERIE,47364,40958,88322
CA. HLM,24338,26075,50413
CA. HANN/ BEL AIR ,43804,43763,87567
CA. SICAP LIBERTE,28726,32043,60770
CA. DIEUPPEUL DERKLE,23030,24537,47567
