Localite,Homme,Femme,Total
CR.  DALLA N’GABOU,4761,3839,8600
CR.  MISSIRAH,3704,3264,6967
CR.  N’GHAYE,2400,2346,4746
CR.  TOUBA FALL ,3307,2807,6114
CR.  TOUBA MOSQUEE,351076,402237,753313
