Localite,Homme,Femme,Total
CR.  DENDEYE GOUYE GUI,2790,2580,5370
CR.  DAROU SALAM  TYP,2899,2623,5522
CR.  KAEL,2783,2630,5413
CR.  MADINA,2971,2659,5630
CR.  N’DIOUMANE  T. THIEKENE,2288,1935,4223
CR.  TOUBA  M’BOUL,5482,4674,10157
CR.  DAROU NAHIM,1304,1054,2358
CR.  TAIBA TIECKENE,905,833,1738
