Localite,Homme,Femme,Total
CA.  GOLF SUD,55143,57742,112886
CA.  SAM  NOTAIRE,47693,48464,96157
CA.  N’DIAREME LIMAMOULAYE,21476,21517,42994
CA.  WAKHINANE NIMZATT,54377,55302,109678
CA.  MEDINA GOUNASS,21056,20216,41272
