Localite,Homme,Femme,Total
CR.  FIMELA,15807,16004,31810
CR.  LOUL-SESSENE,13021,12627,25647
CR.  PALMARIN FACAO,6654,5102,11756
CR.  DJILASSE,6270,5964,12235
