Localite,Homme,Femme,Total
CR.  DIENDE,7571,7663,15234
CR.  SAKAR,5365,5656,11021
CR.  DIANNAH BA,4193,4604,8797
CR.  KOUSSY,5245,4989,10234
CR.  OUDOUCAR,6275,6366,12640
CR.  SAMA KANTA PEULH,2403,2299,4701
