Localite,Homme,Femme,Total
CR.  BOULAL,7938,7934,15872
CR.  DEALI,12265,10215,22480
CR.  SAGATTA DJOLOF,6631,6889,13519
CR.  THIAMENE DJOLOF,11937,11912,23850
CR.  AFFE DJOLOFF,3580,3715,7295
