Localite,Homme,Femme,Total
CR.  DANKH  SENE,5442,5445,10887
CR.  GADE ESCALE,1875,1788,3663
CR.  N’DINDY,8299,7751,16051
CR.  KEUR N’GALGOU,4152,4004,8156
CR.  TAIBA MOUTOUPHA,5831,5907,11738
CR. TOUBA LAPPE,1904,1846,3750
