Localite,Homme,Femme,Total
CR.  N’DOULO,6856,6879,13735
CR.  N’GOHE,16788,17344,34132
CR.  PATAR,9879,9422,19301
CR.  TOCKY GARE ,8619,8030,16649
CR.  TOURE M’BONDE ,6925,7084,14009
