Localite,Homme,Femme,Total
CR.  DOUGUE,4878,4878,9623
CR.  BOYNGUEL BAMBA,7857,7857,15371
CR.  KOUSSAN,5216,5216,10214
CR.  SINTHIOU MAMADOU BOUBOU,9021,9021,18161
