Localite,Homme,Femme,Total
CR.  KOUTHIA GAYDI,6817,6817,14146
CR.  KOUTHIABA WOLOF,12404,12404,25815
CR.  PASS KOTO,7953,7953,16471
CR.  PAYAR,12342,12342,26140
