Localite,Homme,Femme,Total
CR.  KEUR MABA DIAKHOU,15118,14894,30012
CR.  NDRAME ESCALE,11080,11437,22517
CR.  WACK NGOUNA,19986,20485,40470
CR.  K. MANDONGO,5028,5228,10256
