Localite,Homme,Femme,Total
CA. RUFISQUE CENTRE (NORD),52091,51465,103556
CA. RUFISQUE  EST,39494,39397,78890
CA. RUFISQUE OUEST,32403,33847,66250
COM. BARGNY,28862,28724,57586
COM. SEBIKOTANE,15383,15444,30827
COM. DIAMNIADIO,13490,13000,26490
COM. JAXAAY PARCELLE NIAKOUL RAP,23274,23492,46766
COM. SANGALKAM,6855,6550,13405
COM. SENDOU,1824,1691,3516
