Localite,Homme,Femme,Total
CR.  BANDAFASSI,6786,6657,13443
CR.  TOMBORONKOTO,8909,7711,16619
CR.  DINDIFELO,3217,3208,6425
CR.  NINEFECHA,4616,4840,9456
