Localite,Homme,Femme,Total
CR.  BANDAFASSI,5757,5649,11406
CR.  TOMBORONKOTO,7559,6542,14100
CR.  DINDIFELO,2729,2722,5451
CR.  NINEFECHA,3916,4107,8023
