Localite,Homme,Femme,Total
CR.  COKI,15653,12617,28270
CR.  PETE OUARACK,2526,2879,5405
CR.  THIAMENE CAYOR,9839,9358,19197
CR.  GUET ARDO,4989,4661,9649
