Localite,Homme,Femme,Total
CR.  DIENDE,6409,6487,12895
CR.  SAKAR,4541,4788,9329
CR.  DIANNAH BA,3549,3897,7446
CR.  KOUSSY,4440,4223,8663
CR.  OUDOUCAR,5311,5388,10699
CR.  SAMA KANTA PEULH,2034,1946,3979
