Localite,Homme,Femme,Total
CR.  DIENDE,8388,8490,16877
CR.  SAKAR,5944,6266,12210
CR.  DIANNAH BA,4645,5100,9746
CR.  KOUSSY,5811,5527,11338
CR.  OUDOUCAR,6952,7052,14003
CR.  SAMA KANTA PEULH,2662,2547,5208
