Localite,Homme,Femme,Total
CR.  DIAOULE,8304,8712,17019
CR.  MBELACADIAO,10851,11023,21874
CR.  NDIOB,12844,12883,25727
CR.  THIARE  NDIALGUI,14321,14253,28573
