Localite,Homme,Femme,Total
CR.  KANENE NDIOB,5800,5832,11632
CR.  LORO,5189,5093,10281
CR.  SAGATTA GUETH,9682,9024,18707
CR.  THIOLOM FALL,14897,15310,30208
CR.  NGOURANE OUOLOF,5831,6206,12036
