Localite,Homme,Femme,Total
CR.  DAROU MARNANE,7485,7349,14834
CR.  DAROU MOUSTY,23471,24193,47664
CR.  MBADIANE,6151,4968,11119
CR.  NDOYENE,3650,3516,7167
CR.  SAM YABAL,3800,3269,7069
CR.  TOUBA MERINA,4580,4239,8819
CR.  MBACKE CADIOR,3557,3227,6783
