Localite,Homme,Femme,Total
CR.  KANENE NDIOB,4646,4672,9318
CR.  LORO,4157,4080,8236
CR.  SAGATTA GUETH,7756,7229,14986
CR.  THIOLOM FALL,11934,12265,24199
CR.  NGOURANE OUOLOF,4671,4971,9642
