Localite,Homme,Femme,Total
CR.  BANI   ISRAEL,3765,4187,7951
CR.  BOUTOUCOUFARA,4278,4203,8481
CR.  DIANKE MAKHA,5153,5359,10513
CR.  KOMOTI,6053,6394,12447
