Localite,Homme,Femme,Total
CR.  BONCONTO,6108,5818,11926
CR.  LINKERING,10033,9848,19882
CR.  MEDINA GOUNASS,27454,28745,56198
CR.  SINTHIANG  KOUNDARA,15800,15149,30948
