Localite,Homme,Femme,Total
CR.  CHERIF LÖ,12479,12062,24541
CR.  MONT- ROLLAND,9394,10063,19456
CR.  NOTTO GOUYE DIAMA,14841,15214,30054
CR.  PIRE GOUREYE,16238,15970,32207
CR. PAMBAL,5525,5959,11483
