Localite,Homme,Femme,Total
CR.  BOULAL,6540,6536,13077
CR.  DEALI,10105,8416,18520
CR.  SAGATTA DJOLOF,5463,5675,11138
CR.  THIAMENE DJOLOF,9835,9814,19649
CR.  AFFE DJOLOFF,2949,3061,6010
