Localite,Homme,Femme,Total
CR.  DIOKOUL M’BELBOUCK,12743,13360,26103
CR.  KATHIOTE,16740,18702,35442
CR.  MEDINATOUL SALAM 2,11084,11079,22163
CR.  DIAMAGADIO,9485,11305,20790
