Localite,Homme,Femme,Total
CR. KHELCOM BIRAME,6265,6293,12557
CR.  GAGNICK,4396,4156,8552
CR.  NGUELOU,4684,4560,9244
CR.  OUROUR,5479,5242,10721
CR.  DARA MBOSS,2263,2249,4512
CR.  PANAL OUOLOF,3347,3339,6686
