Localite,Homme,Femme,Total
CR.  NIAGHA,7787,8317,16105
CR.  SIMBANDI BRASSOU,9792,9949,19740
CR.  BAGHERE,6861,7249,14109
CR.  DIOUBOUDOU,3489,3708,7197
