Localite,Homme,Femme,Total
CR.  DJIBANAR,6868,6916,13784
CR.  KAOUR,3198,3055,6253
CR.  MANGAROUNGOU SANTO,8224,8090,16315
CR.  SIMBADI BALANTE,14229,13882,28112
CR.  YARANG BALANTE,8215,7866,16080
