Localite,Homme,Femme,Total
CR.  KANENE NDIOB,4777,4803,9580
CR.  LORO,4273,4194,8467
CR.  SAGATTA GUETH,7974,7432,15407
CR.  THIOLOM FALL,12269,12609,24878
CR.  NGOURANE OUOLOF,4802,5111,9913
