Localite,Homme,Femme,Total
CR.  N’DOULO,8827,8857,17683
CR.  N’GOHE,21613,22329,43943
CR.  PATAR,12718,12131,24849
CR.  TOCKY GARE ,11097,10338,21434
CR.  TOURE M’BONDE ,8915,9120,18035
