Localite,Homme,Femme,Total
CR.  FIMELA,13811,13983,27793
CR.  LOUL-SESSENE,11377,11032,22408
CR.  PALMARIN FACAO,5814,4457,10271
CR.  DJILASSE,5478,5211,10690
