Localite,Homme,Femme,Total
CR.  BONCONTO,7623,7262,14885
CR.  LINKERING,12523,12292,24815
CR.  MEDINA GOUNASS,34265,35877,70141
CR.  SINTHIANG  KOUNDARA,19720,18907,38627
