Localite,Homme,Femme,Total
CR.  BALINGORE,3776,3530,7305
CR.  DIEGOUNE,5059,4925,9984
CR.  KARTHIACK,5338,5214,10551
CR.  MANGAGOULACK,5752,5516,11268
CR.  MLOMP,2080,1994,4074
