Localite,Homme,Femme,Total
CR.  BALINGORE,3901,3647,7547
CR.  DIEGOUNE,5227,5088,10314
CR.  KARTHIACK,5514,5387,10901
CR.  MANGAGOULACK,5943,5699,11641
CR.  MLOMP,2149,2060,4209
