Localite,Homme,Femme,Total
CR.  KELLE GUEYE,6153,6445,12597
CR.  MBEDIENE,8041,7491,15532
CR.  NGUIDILE,11545,13060,24604
CR.  NIOMRE,9274,10477,19751
