Localite,Homme,Femme,Total
CR.  COKI,17486,14094,31580
CR.  PETE OUARACK,2822,3216,6038
CR.  THIAMENE CAYOR,10991,10453,21445
CR.  GUET ARDO,5573,5207,10779
