Localite,Homme,Femme,Total
CR.  DIOULACOLON,12243,12710,24952
CR.  MEDINA  EL HADJI,6987,7184,14171
CR.  TANKANTO ESCALE,9178,9167,18345
CR.  GUIRO YERO BOCAR,9322,9382,18704
