Localite,Homme,Femme,Total
CR.  DIOKOUL M’BELBOUCK,16937,17757,34695
CR.  KATHIOTE,22250,24858,47108
CR.  MEDINATOUL SALAM 2,14732,14726,29459
CR.  DIAMAGADIO,12607,15027,27634
