Localite,Homme,Femme,Total
CR.  DAROU MARNANE,6889,6764,13653
CR.  DAROU MOUSTY,21603,22267,43870
CR.  MBADIANE,5661,4572,10234
CR.  NDOYENE,3359,3236,6596
CR.  SAM YABAL,3498,3008,6506
CR.  TOUBA MERINA,4216,3901,8117
CR.  MBACKE CADIOR,3274,2970,6243
