Localite,Homme,Femme,Total
CR.  M’BAYENE,5887,6003,11890
CR.  N’GANDIOUF,17074,16413,33488
CR.  NIAKHENE,5712,5648,11360
CR.  THILMAKHA,7566,7371,14937
