Localite,Homme,Femme,Total
CR.  GAINTHE PATHE,9116.35482890109,8782,17898
CR.  MAKA YOP,7974.95080777874,7997,15972
CR.  MISSIRAH WADENE,11272.5322054233,10561,21833
