Localite,Homme,Femme,Total
CA. GRAND YOFF,104683,104005,208688
CA. PATTE D’OIE,22641,23602,46244
CA. PARCELLES ASSAINIES,90890,88543,179433
CA. CAMBERENE,29572,29400,58972
