Localite,Homme,Femme,Total
CA. GRAND DAKAR,28013,24875,52888
CA. BISCUITERIE,41354,35761,77114
CA. HLM,21250,22766,44016
CA. HANN/ BEL AIR ,38246,38210,76455
CA. SICAP LIBERTE,25081,27977,53059
CA. DIEUPPEUL DERKLE,20108,21424,41531
