Localite,Homme,Femme,Total
CA. GRAND DAKAR,33745,29964,63709
CA. BISCUITERIE,49815,43077,92893
CA. HLM,25598,27424,53022
CA. HANN/ BEL AIR ,46071,46028,92099
CA. SICAP LIBERTE,30213,33702,63915
CA. DIEUPPEUL DERKLE,24222,25807,50029
