Localite,Homme,Femme,Total
CA. RUFISQUE CENTRE (NORD),50616,50008,100624
CA. RUFISQUE  EST,38375,38281,76656
CA. RUFISQUE OUEST,31486,32889,64375
COM. BARGNY,28045,27911,55955
COM. SEBIKOTANE,14947,15007,29954
COM. DIAMNIADIO,13108,12632,25740
COM. JAXAAY PARCELLE NIAKOUL RAP,22615,22827,45442
COM. SANGALKAM,6661,6365,13026
COM. SENDOU,1773,1643,3416
