Localite,Homme,Femme,Total
CR.  KOUTHIA GAYDI,6584,6124,12707
CR.  KOUTHIABA WOLOF,12047,11142,23189
CR.  PASS KOTO,7651,7144,14795
CR.  PAYAR,12395,11087,23481
