Localite,Homme,Femme,Total
CR.  KEUR S.DIANE,17287,17589,34876
CR.  KEUR  SAMBA GUEYE,15163,15546,30709
CR.  NIORO ALASSANE TALL,20507,21836,42343
CR.  TOUBACOUTA,22869,22767,45636
